Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1243;21100809811;"Eurasian Journal of Mathematical and Computer Applications";journal;"23066172, 23089822";"L.N. Gumilyov Eurasian National University";Yes;No;0,306;Q3;14;46;103;1269;88;103;0,95;27,59;24,04;0;Kazakhstan;Asiatic Region;"L.N. Gumilyov Eurasian National University";"2013-2025";"Applied Mathematics (Q3); Computational Mathematics (Q3); Computer Science Applications (Q3); Information Systems (Q3); Mathematical Physics (Q3); Modeling and Simulation (Q3)";"Computer Science; Mathematics"
1244;23917;"Journal of Intelligent and Fuzzy Systems";journal;"18758967, 10641246";"SAGE Publications Ltd";No;No;0,306;Q3;92;805;2259;9246;3688;2257;1,53;11,49;33,14;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1993-2026";"Artificial Intelligence (Q3); Engineering (miscellaneous) (Q3); Statistics and Probability (Q3)";"Computer Science; Engineering; Mathematics"
1245;21100857775;"PNA";journal;"18873987";"Universidad de Granada, Grupo de Investigacion Didactica de la Matematica";Yes;Yes;0,306;Q3;9;20;52;747;41;52;0,67;37,35;60,98;0;Spain;Western Europe;"Universidad de Granada, Grupo de Investigacion Didactica de la Matematica";"2017-2026";"Education (Q3); Mathematics (miscellaneous) (Q3)";"Mathematics; Social Sciences"
1246;21100792082;"Vestnik Udmurtskogo Universiteta: Matematika, Mekhanika, Komp'yuternye Nauki";journal;"20765959, 19949197";"Udmurt State University";Yes;No;0,306;Q3;13;30;97;636;60;96;0,67;21,20;24,07;0;Russian Federation;Eastern Europe;"Udmurt State University";"2016-2025";"Computer Science (miscellaneous) (Q3); Fluid Flow and Transfer Processes (Q3); Mathematics (miscellaneous) (Q3)";"Chemical Engineering; Computer Science; Mathematics"
1247;25924;"Doklady Mathematics";journal;"15318362, 10645624";"Pleiades Publishing";No;No;0,305;Q3;32;54;429;886;355;424;0,76;16,41;31,11;0;United States;Northern America;"Pleiades Publishing";"1996-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1248;21100207615;"Journal of Integral Equations and Applications";journal;"08973962";"Rocky Mountain Mathematics Consortium";No;No;0,305;Q3;34;25;83;387;75;83;1,12;15,48;12,50;0;United States;Northern America;"Rocky Mountain Mathematics Consortium";"1988-2025";"Applied Mathematics (Q3); Numerical Analysis (Q3)";"Mathematics"
1249;21100242605;"International Journal of Pervasive Computing and Communications";journal;"1742738X, 17427371";"Emerald Group Publishing Ltd.";No;No;0,305;Q4;27;17;100;555;189;98;1,74;32,65;30,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2005, 2007-2026";"Computer Science (miscellaneous) (Q3); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
1250;24801;"Molecular Simulation";journal;"08927022, 10290435";"Taylor and Francis Ltd.";No;No;0,304;Q3;79;89;417;4619;921;415;2,53;51,90;28,45;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-2026";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Condensed Matter Physics (Q3); Information Systems (Q3); Materials Science (miscellaneous) (Q3); Modeling and Simulation (Q3)";"Chemical Engineering; Chemistry; Computer Science; Materials Science; Mathematics; Physics and Astronomy"
1251;76112;"IEEE Workshop on Statistical Signal Processing Proceedings";conference and proceedings;"23730803, 26933551";"IEEE Computer Society";No;No;0,304;-;35;93;151;2347;180;146;1,19;25,24;19,20;0;United States;Northern America;"IEEE Computer Society";"2001, 2003, 2005, 2007, 2009, 2011, 2014, 2016, 2021, 2023, 2025";"Applied Mathematics; Computer Science Applications; Electrical and Electronic Engineering; Signal Processing";"Computer Science; Engineering; Mathematics"
1252;21101207001;"Proceedings - International Conference on Field-Programmable Technology, ICFPT";conference and proceedings;"28370430, 28370449";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,304;-;7;0;90;0;130;86;1,44;0,00;0,00;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2010, 2023-2024";"Computer Science Applications; Control and Optimization; Hardware and Architecture; Software";"Computer Science; Mathematics"
1253;21101099585;"Calcutta Statistical Association Bulletin";journal;"00080683, 24566462";"Sage Publications India Pvt. Ltd";No;No;0,303;Q3;14;17;42;434;28;32;0,73;25,53;32,14;0;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"1947-1973, 1975-1976, 1978-1981, 1983, 1985-1991, 1994-2026";"Statistics and Probability (Q3)";"Mathematics"
1254;13082;"Mathematical Problems in Engineering";journal;"1024123X, 15635147";"John Wiley and Sons Ltd";Yes;No;0,303;Q3;105;0;2920;0;5414;2913;1,94;0,00;0,00;0;United States;Northern America;"John Wiley and Sons Ltd";"1992, 1995-2024";"Engineering (miscellaneous) (Q3); Mathematics (miscellaneous) (Q3)";"Engineering; Mathematics"
1255;21100255064;"Mendel";journal;"25713701, 18033814";"Brno University of Technology";Yes;No;0,303;Q3;16;0;59;0;101;59;1,28;0,00;0,00;0;Czech Republic;Eastern Europe;"Brno University of Technology";"2005-2007, 2009-2024";"Artificial Intelligence (Q3); Computational Mathematics (Q3); Computer Science (miscellaneous) (Q3); Control and Systems Engineering (Q3); Decision Sciences (miscellaneous) (Q3); Theoretical Computer Science (Q4)";"Computer Science; Decision Sciences; Engineering; Mathematics"
1256;12838;"Metron";journal;"00261424, 2281695X";"Springer-Verlag Italia s.r.l.";No;No;0,303;Q3;29;23;60;640;54;56;0,83;27,83;36,59;0;Italy;Western Europe;"Springer-Verlag Italia s.r.l.";"1973-1974, 1999-2026";"Statistics and Probability (Q3)";"Mathematics"
1257;19300156905;"Hiroshima Mathematical Journal";journal;"00182079";"Hiroshima University";No;No;0,302;Q3;16;17;54;321;24;54;0,50;18,88;16,22;0;Japan;Asiatic Region;"Hiroshima University";"1959, 1961-1995, 2008-2025";"Algebra and Number Theory (Q3); Analysis (Q3); Geometry and Topology (Q3)";"Mathematics"
1258;21100854726;"International Journal of Mathematics and Computer Science";journal;"18140432, 18140424";"";No;No;0,302;Q3;21;161;441;1493;545;441;1,50;9,27;44,51;0;United States;Northern America;"";"2017-2025";"Algebra and Number Theory (Q3); Applied Mathematics (Q3); Computational Mathematics (Q3); Computer Science (miscellaneous) (Q3); Discrete Mathematics and Combinatorics (Q3); Modeling and Simulation (Q3); Numerical Analysis (Q3); Statistics and Probability (Q3)";"Computer Science; Mathematics"
1259;7700153114;"Journal of Engineering Thermophysics";journal;"18102328, 19905432";"Pleiades Publishing";No;No;0,302;Q3;31;51;184;1502;247;184;1,43;29,45;24,37;0;United States;Northern America;"Pleiades Publishing";"2007-2025";"Condensed Matter Physics (Q3); Energy Engineering and Power Technology (Q3); Environmental Engineering (Q3); Modeling and Simulation (Q3)";"Energy; Environmental Science; Mathematics; Physics and Astronomy"
1260;21100209308;"Theory of Probability and Mathematical Statistics";journal;"00949000, 15477363";"American Mathematical Society";No;No;0,302;Q3;16;25;62;553;34;58;0,58;22,12;15,38;0;United States;Northern America;"American Mathematical Society";"2004-2025";"Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics"
1261;29004;"Hangkong Dongli Xuebao/Journal of Aerospace Power";journal;"10008055";"BUAA Press";No;No;0,301;Q3;32;521;979;13988;1069;979;0,95;26,85;29,11;0;China;Asiatic Region;"BUAA Press";"1990-1992, 2001-2026";"Aerospace Engineering (Q3); Applied Mathematics (Q3)";"Engineering; Mathematics"
1262;20062;"Economie et Statistique";journal;"17775574, 03361454";"Institut National de la Statistique et des Etudes Economiques";No;No;0,300;Q3;18;11;65;261;26;62;0,28;23,73;29,17;2;France;Western Europe;"Institut National de la Statistique et des Etudes Economiques";"1977-1998, 2007-2025";"Sociology and Political Science (Q2); Economics and Econometrics (Q3); Statistics and Probability (Q3)";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
1263;21101119534;"Stats";journal;"2571905X";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,300;Q3;16;119;250;4399;314;250;1,31;36,97;24,72;0;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2019-2025";"Statistics and Probability (Q3)";"Mathematics"
1264;12456;"Acta Biotheoretica";journal;"00015342, 15728358";"Springer Science and Business Media B.V.";No;No;0,299;Q3;42;18;61;1149;98;61;1,51;63,83;13,04;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1935-1943, 1946-1949, 1951-1953, 1955-1965, 1967-1988, 1990-2026";"Philosophy (Q1); Agricultural and Biological Sciences (miscellaneous) (Q2); Applied Mathematics (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Medicine (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Arts and Humanities; Biochemistry, Genetics and Molecular Biology; Environmental Science; Mathematics; Medicine"
1265;21101250475;"Pure and Applied Functional Analysis";journal;"21893756, 21893764";"Yokohama Publications";No;No;0,299;Q3;9;70;262;1760;114;245;0,43;25,14;16,98;0;Japan;Asiatic Region;"Yokohama Publications";"2020-2025";"Analysis (Q3); Applied Mathematics (Q3); Control and Optimization (Q3)";"Mathematics"
1266;21100925611;"Journal of Applied Logics";journal;"26319829, 26319810";"College Publications";Yes;No;0,298;Q3;12;71;96;3039;48;89;0,59;42,80;19,35;0;United Kingdom;Western Europe;"College Publications";"2018-2026";"Applied Mathematics (Q3); Logic (Q3)";"Mathematics"
1267;21101142420;"Journal of the Indian Society for Probability and Statistics";journal;"23649569";"Springer";No;No;0,298;Q3;12;59;98;1725;107;98;1,06;29,24;27,56;0;India;Asiatic Region;"Springer";"2016-2026";"Statistics and Probability (Q3)";"Mathematics"
1268;22798;"Qinghua Daxue Xuebao/Journal of Tsinghua University";journal;"10000054";"Tsinghua University";No;No;0,298;Q3;43;222;620;7847;941;619;1,39;35,35;31,74;0;China;Asiatic Region;"Tsinghua University";"1993-2026";"Applied Mathematics (Q3); Computer Science Applications (Q3); Engineering (miscellaneous) (Q3)";"Computer Science; Engineering; Mathematics"
1269;13012;"RAIRO - Theoretical Informatics and Applications";journal;"1290385X, 09883754";"EDP Sciences";No;No;0,298;Q3;34;21;40;425;29;39;0,87;20,24;20,00;0;France;Western Europe;"EDP Sciences";"1995-2026";"Computer Science Applications (Q3); Mathematics (miscellaneous) (Q3); Software (Q3)";"Computer Science; Mathematics"
1270;28426;"Australian and New Zealand Journal of Statistics";journal;"1467842X, 13691473";"Wiley-Blackwell Publishing Ltd";No;No;0,297;Q3;49;29;63;1180;48;63;0,41;40,69;34,85;0;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1998-2026";"Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics"
1271;28077;"International Journal of Modern Physics C";journal;"01291831, 17936586";"World Scientific Publishing Co. Pte Ltd";No;No;0,297;Q3;73;280;507;11179;851;507;1,71;39,93;30,91;0;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"1994, 1996-2026";"Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Mathematical Physics (Q3); Physics and Astronomy (miscellaneous) (Q3); Statistical and Nonlinear Physics (Q4)";"Computer Science; Mathematics; Physics and Astronomy"
1272;145254;"Journal of the Korean Mathematical Society";journal;"22343008, 03049914";"Korean Mathematical Society";No;No;0,297;Q3;40;66;169;1690;93;169;0,46;25,61;31,20;0;South Korea;Asiatic Region;"Korean Mathematical Society";"1997-2026";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1273;19200156953;"Malaysian Journal of Mathematical Sciences";journal;"18238343";"Universiti Putra Malaysia";No;No;0,297;Q3;22;77;148;2538;213;148;1,74;32,96;31,29;0;Malaysia;Asiatic Region;"Universiti Putra Malaysia";"2007-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1274;21100206263;"New Mathematics and Natural Computation";journal;"17937027, 17930057";"World Scientific";No;No;0,297;Q3;21;124;137;4517;214;137;1,80;36,43;32,97;0;Singapore;Asiatic Region;"World Scientific";"2012-2026";"Applied Mathematics (Q3); Computational Mathematics (Q3); Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Human-Computer Interaction (Q3)";"Computer Science; Mathematics"
1275;144635;"Algebra and Logic";journal;"15738302, 00025232";"Springer";No;No;0,296;Q3;31;17;123;201;53;121;0,33;11,82;25,00;0;United States;Northern America;"Springer";"1968-2025";"Algebra and Number Theory (Q3); Analysis (Q3); Logic (Q3)";"Mathematics"
1276;26401;"Electronic Journal of Qualitative Theory of Differential Equations";journal;"14173875";"University of Szeged";Yes;Yes;0,296;Q3;43;80;205;2248;110;203;0,50;28,10;32,30;0;Hungary;Eastern Europe;"University of Szeged";"2000-2026";"Applied Mathematics (Q3)";"Mathematics"
1277;21101049616;"Japanese Journal of Statistics and Data Science";journal;"25208764";"Springer Science and Business Media B.V.";No;No;0,296;Q3;13;60;119;1979;106;113;0,81;32,98;13,64;0;Germany;Western Europe;"Springer Science and Business Media B.V.";"2018-2026";"Computational Theory and Mathematics (Q3); Statistics and Probability (Q3)";"Computer Science; Mathematics"
1278;21100837406;"Arnold Mathematical Journal";journal;"21996806, 21996792";"Springer International Publishing AG";No;No;0,295;Q3;13;0;66;0;36;66;0,43;0,00;0,00;0;Switzerland;Western Europe;"Springer International Publishing AG";"2015-2024";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1279;11700154384;"Australian Journal of Mathematical Analysis and Applications";journal;"14495910";"Austral Internet Publishing";No;No;0,295;Q3;15;27;98;470;54;98;0,47;17,41;23,40;0;Australia;Pacific Region;"Austral Internet Publishing";"2008-2025";"Analysis (Q3); Applied Mathematics (Q3)";"Mathematics"
1280;21100832768;"Confluentes Mathematici";journal;"17937442, 17937434";"Institut Camille Jordan";No;No;0,295;Q3;7;4;18;68;10;18;0,29;17,00;14,29;0;France;Western Europe;"Institut Camille Jordan";"2017-2025";"Applied Mathematics (Q3); Mathematical Physics (Q3); Mathematics (miscellaneous) (Q3)";"Mathematics"
1281;145690;"Journal of Geometry";journal;"00472468, 14208997";"Springer International Publishing";No;No;0,295;Q3;26;42;117;949;66;117;0,57;22,60;20,29;0;Switzerland;Western Europe;"Springer International Publishing";"1971-2026";"Geometry and Topology (Q3)";"Mathematics"
1282;19700186891;"Journal of Interdisciplinary Mathematics";journal;"09720502";"Taru Publications";No;No;0,295;Q3;30;262;553;4813;682;539;1,27;18,37;37,55;0;India;Asiatic Region;"Taru Publications";"1998-2026";"Analysis (Q3); Applied Mathematics (Q3)";"Mathematics"
1283;20573;"Theory of Computing Systems";journal;"14330490, 14324350";"Springer New York";No;No;0,295;Q4;52;39;147;1207;100;140;0,62;30,95;21,71;0;United States;Northern America;"Springer New York";"1996-2026";"Computational Theory and Mathematics (Q3); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
1284;20900195109;"Annales Polonici Mathematici";journal;"17306272, 00662216";"Institute of Mathematics. Polish Academy of Sciences";No;No;0,294;Q3;23;9;79;131;45;79;0,29;14,56;22,22;0;Poland;Eastern Europe;"Institute of Mathematics. Polish Academy of Sciences";"2008-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1285;21100838018;"Complex Manifolds";journal;"23007443";"Walter de Gruyter GmbH";Yes;No;0,294;Q3;10;11;35;327;23;35;0,65;29,73;17,65;0;Poland;Eastern Europe;"Walter de Gruyter GmbH";"2014-2025";"Geometry and Topology (Q3)";"Mathematics"
1286;21101023651;"Iranian Journal of Numerical Analysis and Optimization";journal;"24236969, 24236977";"Ferdowsi University of Mashhad";Yes;Yes;0,294;Q3;8;31;122;995;123;122;0,93;32,10;25,93;0;Iran;Middle East;"Ferdowsi University of Mashhad";"2019-2026";"Computational Mathematics (Q3); Control and Optimization (Q3); Modeling and Simulation (Q3); Numerical Analysis (Q3)";"Mathematics"
1287;21100410200;"Moscow University Mathematics Bulletin";journal;"19348444, 00271322";"Pleiades Publishing";No;No;0,293;Q3;11;45;122;947;53;122;0,53;21,04;27,63;0;United States;Northern America;"Pleiades Publishing";"2007-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1288;21100901061;"Sao Paulo Journal of Mathematical Sciences";journal;"19826907, 23169028";"Springer Nature";Yes;Yes;0,293;Q3;13;42;233;1146;156;229;0,71;27,29;21,95;0;Switzerland;Western Europe;"Springer Nature";"2015-2026";"Computational Theory and Mathematics (Q3); Mathematics (miscellaneous) (Q3); Statistics, Probability and Uncertainty (Q3)";"Computer Science; Decision Sciences; Mathematics"
1289;21101040666;"Science and Technology Indonesia";journal;"25804391, 25804405";"Magister Program of Material Sciences, Graduate School of Sriwijaya University";Yes;No;0,293;Q3;14;120;258;5205;466;258;1,83;43,38;51,07;0;Indonesia;Asiatic Region;"Magister Program of Material Sciences, Graduate School of Sriwijaya University";"2019-2026";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Chemistry (miscellaneous) (Q3); Mathematics (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Chemistry; Mathematics; Pharmacology, Toxicology and Pharmaceutics; Physics and Astronomy"
1290;79015;"Kongzhi yu Juece/Control and Decision";journal;"10010920";"Northeast University";No;No;0,292;Q3;58;377;1174;11321;2133;1172;1,85;30,03;31,78;0;China;Asiatic Region;"Northeast University";"1997-2026";"Artificial Intelligence (Q3); Control and Optimization (Q3); Control and Systems Engineering (Q3); Software (Q3)";"Computer Science; Engineering; Mathematics"
1291;19700175586;"Analele Stiintifice ale Universitatii Ovidius Constanta, Seria Matematica";journal;"12241784, 18440835";"Ovidius University";Yes;Yes;0,291;Q3;27;35;117;832;80;117;0,45;23,77;40,28;0;Romania;Eastern Europe;"Ovidius University";"2009-2025";"Analysis (Q3); Applied Mathematics (Q3)";"Mathematics"
1292;7000153270;"Annali dell'Universita di Ferrara";journal;"18271510, 04303202";"Springer-Verlag Italia s.r.l.";No;No;0,291;Q3;27;67;158;1750;176;156;1,06;26,12;20,66;0;Italy;Western Europe;"Springer-Verlag Italia s.r.l.";"1950, 1952-1959, 1961-1962, 1967-1973, 1975-2026";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1293;21101257078;"Creative Mathematics and Informatics";journal;"1843441X, 1584286X";"SINUS Association";No;No;0,291;Q3;6;39;74;1026;51;74;0,84;26,31;33,33;0;Romania;Eastern Europe;"SINUS Association";"2020-2025";"Computational Mathematics (Q3); Computer Science Applications (Q3)";"Computer Science; Mathematics"
1294;21100828652;"International Journal for Simulation and Multidisciplinary Design Optimization";journal;"17796288";"EDP Sciences";Yes;No;0,291;Q3;12;28;75;832;150;75;1,71;29,71;29,33;0;France;Western Europe;"EDP Sciences";"2017-2026";"Control and Optimization (Q3); Modeling and Simulation (Q3)";"Mathematics"
1295;27414;"Tohoku Mathematical Journal";journal;"00408735";"Tohoku University, Mathematical Institute";No;No;0,291;Q3;37;26;77;552;44;77;0,66;21,23;21,62;0;Japan;Asiatic Region;"Tohoku University, Mathematical Institute";"1949-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1296;6000194782;"Games";journal;"20734336";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,290;Q3;27;66;202;2295;153;195;0,87;34,77;25,34;1;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2010-2025";"Applied Mathematics (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics"
1297;16884;"Periodica Polytechnica Transportation Engineering";journal;"03037800, 15873811";"Budapest University of Technology and Economics";Yes;No;0,290;Q3;24;48;144;1402;206;144;1,42;29,21;26,67;0;Hungary;Eastern Europe;"Budapest University of Technology and Economics";"1973, 1976, 1979-1982, 1987-1988, 1996-2026";"Aerospace Engineering (Q3); Automotive Engineering (Q3); Mechanical Engineering (Q3); Modeling and Simulation (Q3)";"Engineering; Mathematics"
1298;12262;"Formal Methods in System Design";journal;"15728102, 09259856";"Springer Netherlands";No;No;0,290;Q4;59;36;56;1587;78;51;1,32;44,08;19,82;1;Netherlands;Western Europe;"Springer Netherlands";"1992-2022, 2024-2026";"Hardware and Architecture (Q3); Software (Q3); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
1299;21100867459;"Educacion Matematica";journal;"24488089, 01878298";"Mexican Society for Research and Dissemination of Mathematics Education";No;Yes;0,289;Q3;8;24;118;636;63;108;0,49;26,50;62,00;0;Mexico;Latin America;"Mexican Society for Research and Dissemination of Mathematics Education";"2018-2025";"Education (Q3); Mathematics (miscellaneous) (Q3)";"Mathematics; Social Sciences"
1300;21100838194;"Proceedings of the Institute of Mathematics and Mechanics";journal;"24094994, 24094986";"Institute of Mathematics and Mechanics, National Academy of Sciences of Azerbaijan";No;No;0,289;Q3;14;26;90;719;69;90;0,64;27,65;20,41;0;Azerbaijan;Eastern Europe;"Institute of Mathematics and Mechanics, National Academy of Sciences of Azerbaijan";"2017-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1301;26287;"Publicationes Mathematicae Debrecen";journal;"00333883, 20642849";"Institute of Mathematics, University of Debrecen";No;No;0,288;Q3;43;45;185;887;88;184;0,50;19,71;32,43;0;Hungary;Eastern Europe;"Institute of Mathematics, University of Debrecen";"1954, 1997-2026";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1302;21100464776;"Statistics, Optimization and Information Computing";journal;"23105070, 2311004X";"International Academic Press";Yes;No;0,288;Q3;24;396;269;14698;450;269;1,63;37,12;31,33;0;Hong Kong;Asiatic Region;"International Academic Press";"2013-2026";"Artificial Intelligence (Q3); Computer Vision and Pattern Recognition (Q3); Control and Optimization (Q3); Information Systems (Q3); Signal Processing (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Computer Science; Decision Sciences; Mathematics"
1303;21100386483;"Ufa Mathematical Journal";journal;"23040122";"Institute of Mathematics with Computing Centre";No;No;0,288;Q3;12;17;114;424;65;114;0,68;24,94;16,67;0;Russian Federation;Eastern Europe;"Institute of Mathematics with Computing Centre";"2014-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1304;21101321963;"International Journal for Global Academic and Scientific Research";journal;"25833081";"International Consortium of Academic Professionals for Scientific Research";No;No;0,287;Q3;19;17;55;630;254;55;4,69;37,06;46,67;0;India;Asiatic Region;"International Consortium of Academic Professionals for Scientific Research";"2022-2025";"Artificial Intelligence (Q3); Computational Theory and Mathematics (Q3); Mathematics (miscellaneous) (Q3)";"Computer Science; Mathematics"
1305;21101151825;"Iranian Journal of Science";journal;"27318095, 27318109";"Springer Science and Business Media Deutschland GmbH";No;No;0,287;Q3;13;204;305;7730;504;305;1,65;37,89;28,03;0;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2023-2026";"Agricultural and Biological Sciences (miscellaneous) (Q2); Chemistry (miscellaneous) (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Mathematics (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Chemistry; Earth and Planetary Sciences; Mathematics; Physics and Astronomy"
1306;21101277888;"Jambura Journal of Biomathematics";journal;"27230317";"Universitas Negeri Gorontalo";No;No;0,287;Q3;7;34;44;1206;81;44;2,18;35,47;37,66;0;Indonesia;Asiatic Region;"Universitas Negeri Gorontalo";"2020-2025";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Computational Mathematics (Q3); Mathematics (miscellaneous) (Q3); Health Informatics (Q4)";"Biochemistry, Genetics and Molecular Biology; Mathematics; Medicine"
1307;21101250391;"Mathematical Sciences and Applications E-Notes";journal;"21476268";"";No;No;0,287;Q3;8;20;60;472;48;60;0,90;23,60;38,71;0;Turkey;Middle East;"";"2020-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1308;21100455415;"Regional Statistics";journal;"20648243, 20639538";"Hungarian Central Statistical Office";No;No;0,287;Q3;22;44;128;2319;194;128;1,36;52,70;33,61;0;Hungary;Eastern Europe;"Hungarian Central Statistical Office";"2015-2026";"Cultural Studies (Q1); Economics and Econometrics (Q3); Geography, Planning and Development (Q3); Public Administration (Q3); Statistics and Probability (Q3)";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
1309;21100198457;"ACM Communications in Computer Algebra";journal;"19322232, 19322240";"Association for Computing Machinery";No;No;0,286;Q3;13;25;29;291;13;29;0,45;11,64;6,67;0;United States;Northern America;"Association for Computing Machinery";"2011-2025";"Computational Mathematics (Q3); Computational Theory and Mathematics (Q3)";"Computer Science; Mathematics"
1310;21101249909;"Annals of Mathematical Sciences and Applications";journal;"23802898, 2380288X";"International Press, Inc.";No;No;0,286;Q3;6;28;57;709;31;56;0,53;25,32;26,79;0;United States;Northern America;"International Press, Inc.";"2020-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1311;21100985663;"International Journal of Computer Network and Information Security";journal;"20749104, 20749090";"Modern Education and Computer Science Press";Yes;No;0,286;Q3;22;36;147;1125;259;147;1,38;31,25;36,00;0;China;Asiatic Region;"Modern Education and Computer Science Press";"2019-2026";"Applied Mathematics (Q3); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Information Systems (Q3); Safety Research (Q3); Software (Q3)";"Computer Science; Mathematics; Social Sciences"
1312;21100464917;"Journal of Computational Finance";journal;"14601559, 17552850";"Incisive Media Ltd.";No;No;0,286;Q3;17;6;40;213;21;40;0,62;35,50;11,76;0;United Kingdom;Western Europe;"Incisive Media Ltd.";"2011-2025";"Applied Mathematics (Q3); Computer Science Applications (Q3); Finance (Q3)";"Computer Science; Economics, Econometrics and Finance; Mathematics"
1313;21100871297;"Journal of Theoretical and Computational Acoustics";journal;"25917811, 25917285";"World Scientific";No;No;0,286;Q3;46;30;93;1107;114;91;0,98;36,90;16,47;0;Singapore;Asiatic Region;"World Scientific";"2018-2026";"Acoustics and Ultrasonics (Q3); Applied Mathematics (Q3); Computer Science Applications (Q3)";"Computer Science; Mathematics; Physics and Astronomy"
1314;18300156725;"Mathematica";journal;"12229016, 2601744X";"Publishing House of the Romanian Academy";No;No;0,286;Q3;12;11;80;262;84;79;1,12;23,82;13,64;0;Romania;Eastern Europe;"Publishing House of the Romanian Academy";"2009-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1315;21100389312;"P-Adic Numbers, Ultrametric Analysis, and Applications";journal;"20700474, 20700466";"Pleiades Publishing";No;No;0,286;Q3;19;29;73;657;42;73;0,82;22,66;18,60;0;United States;Northern America;"Pleiades Publishing";"2009-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
1316;21101133222;"Queueing Models and Service Management";journal;"26162687, 26162679";"Kaoyian Press";No;No;0,286;Q3;7;9;19;382;16;19;1,17;42,44;28,57;0;Taiwan;Asiatic Region;"Kaoyian Press";"2018-2025";"Applied Mathematics (Q3); Management Science and Operations Research (Q3); Modeling and Simulation (Q3); Statistics, Probability and Uncertainty (Q3)";"Decision Sciences; Mathematics"
1317;24927;"Dynamical Systems";journal;"14689367, 14689375";"Taylor and Francis Ltd.";No;No;0,285;Q3;37;40;112;1090;60;112;0,47;27,25;31,51;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2026";"Computer Science Applications (Q3); Mathematics (miscellaneous) (Q3)";"Computer Science; Mathematics"
